word,Afterglow,Cornelia Street,Cruel Summer,Daylight,Death By A Thousand Cuts,False God,I Forgot That You Existed,I Think He Knows,It's Nice To Have A Friend,London Boy,Lover,ME! (Ft. Brendon Urie of Panic! At The Disco),Miss Americana & The Heartbreak Prince,Paper Rings,Soon You'll Get Better (Ft. The Chicks),The Archer,The Man,You Need To Calm Down
rice,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ride,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
right,0,1,4,0,0,0,1,0,0,0,0,0,0,7,0,15,0,0
ring,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rings,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0
ripped,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
road,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
roll,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rolling,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
roof,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
room,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rose,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
round,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
row,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rugby,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rules,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rumors,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
running,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
sacred,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sad,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
said,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
sainttropez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
same,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
save,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
saw,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
say,7,2,1,0,2,2,0,0,0,2,0,0,0,0,2,1,2,2
saying,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
scar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
scare,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scared,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
scene,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
school,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0
scooter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
scoreboard,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scream,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
screaming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
screams,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seal,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
searching,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
seat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
seats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
seconds,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
secrets,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see,1,0,0,17,1,0,0,3,0,0,0,2,5,0,1,12,0,1
seems,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sees,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
selfexpression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
separated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
separating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
settle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
several,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shade,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
shake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
shape,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
share,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sharks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
she's,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
shiny,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
shoreditch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
should,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
shoulder,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shoulders,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
showed,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sidewalk,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
sign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
signs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
silence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sinks,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sirens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sixteen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
skipping,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
sleepin,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sleeping,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
slow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
small,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smile,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0
smoke,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
snakes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sneakin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snow,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
snuck,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so,3,3,1,5,0,1,9,2,0,5,0,0,3,2,1,1,9,2
socal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
soho,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
some,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
somebody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
someday,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
someone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
somethin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
something,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
songs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
soon,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0
sorry,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soul,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
sounds,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sparks,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
speeches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
spell,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
spend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spirit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
springsteen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stalk,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stand,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
standing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
staring,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
started,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
stay,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0
stella,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
step,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
stick,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
still,1,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0
stings,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
stories,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
storm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stormed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
story's,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
street,0,18,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2
stressed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stressin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
strike,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
string,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stronger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stuck,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stupid,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
summer,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
summer's,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
summers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sunshine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
supposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
suspicious,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
swear,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
table,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
take,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,1
taken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
takes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
takin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
talk,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
tall,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tangled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
taught,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tea,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
team,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
tell,4,0,3,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0
tells,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tennessee,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
tents,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
terrified,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
than,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
that,7,4,10,10,2,1,11,11,0,1,2,20,6,10,2,1,4,6
that's,0,2,3,0,0,0,0,0,0,1,0,8,4,7,0,0,0,2
the,7,17,26,21,13,8,4,6,5,15,4,26,20,26,7,12,18,8
their,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
them,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0
then,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,6,1
there,1,0,0,1,0,1,1,1,0,0,1,14,7,0,3,0,4,1
there's,1,0,0,0,0,0,0,0,0,0,1,4,3,0,2,0,0,0
these,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
they,0,0,0,0,2,4,1,0,0,2,0,0,4,0,0,7,5,0
they'd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
thigh,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
thing,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
things,1,0,0,6,0,0,0,0,0,0,0,2,0,4,0,0,0,0
think,0,0,0,4,0,2,0,12,0,0,0,1,3,0,0,0,0,0
thinking,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
this,8,3,0,1,4,13,0,0,0,0,6,0,6,4,2,0,1,0
thorns,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
though,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
thought,1,1,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0
thousand,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
threaten,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
three,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0
threw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
through,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,12,0,0
throwing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
thrownout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
til,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
time,0,2,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0
times,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
to,15,1,8,1,1,7,1,2,8,5,4,3,12,8,13,5,7,14
toast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
together,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tonguetied,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
too,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,4
took,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
touch,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0
town,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0
toy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
traffic,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tried,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tripped,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
trouble's,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
true,1,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
trust,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
trusted,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truth,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
try,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
trying,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tryna,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
tunnel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turned,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
twenty,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
twentyyear,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twice,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
two,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0
type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uh,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
uhhuh,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
ultraviolet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
under,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
understands,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
unforgiven,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uni,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
united,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unlucky,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up,2,0,2,0,7,1,1,2,1,2,2,2,1,1,1,1,0,0
urges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
us,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
v,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
vending,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
video,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
village,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
voted,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
wait,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
waited,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
waiting,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
waking,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
walk,1,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
walkin,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
wall,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
wanna,13,2,2,7,0,0,0,4,1,8,0,1,4,0,0,0,0,0
want,1,0,5,0,0,0,0,15,0,0,1,2,4,22,0,1,0,0
wants,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
warned,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
was,0,1,0,1,4,0,4,0,0,0,0,0,1,0,3,0,14,0
wasn't,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
watch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
watchin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
waving,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
way,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
we,1,6,3,0,5,16,0,5,1,2,7,1,8,7,1,0,0,5
we'd,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
we'll,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
we're,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
wearing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
weekend,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
well,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
went,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
were,0,5,0,0,0,2,2,0,0,0,0,0,0,1,2,0,0,0
west,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
what,5,0,4,1,1,0,1,3,0,0,0,1,0,0,1,2,3,0
what's,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
whatever,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when,2,1,0,0,3,6,0,1,0,3,0,3,0,5,1,0,1,1
where,0,0,0,0,0,0,0,3,0,3,3,1,1,0,0,0,0,0
which,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
whiskey,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
whisper,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
white,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,9,0,1
whole,0,0,0,0,0,0,1,0,1,0,0,0,6,2,0,0,0,0
why,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
why'd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wicked,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wide,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0
win,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
window,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
windows,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
wine,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
wins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
winter,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
wise,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
with,6,0,4,1,1,5,0,1,0,12,2,1,4,7,0,0,0,1
without,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
woah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
woahahah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
woahoh,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wolves,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
won't,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
wonderin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
work,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
world,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
worse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worship,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
worst,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worth,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
would,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,1
would've,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
wouldn't,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
wounded,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrap,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
writing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wrong,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ya,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0
yard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yeah,0,1,12,0,0,0,3,1,3,3,0,3,0,0,0,0,1,0
years,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
york,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
you,18,13,19,12,10,17,12,14,5,28,17,33,35,30,22,7,4,33
you'll,0,0,1,0,0,0,0,0,0,0,1,5,0,0,12,0,0,0
you're,2,0,4,0,3,4,0,0,0,0,5,5,0,14,0,0,2,6
you've,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
your,5,6,4,1,1,3,2,0,0,2,1,1,0,10,0,1,0,2
yours,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
