Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2022,City,San Diego,Parks & Recreation,Grounds Maintenance Worker II,False,False,,39437,46946,,42282,2004,0,4321,48607,2697,0,2448,7362,12507,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Transportation,Laborer,False,False,,34944,41600,,36744,11235,0,617,48596,1670,0,2743,12463,16876,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Parks & Recreation,Custodian III,False,False,,34403,40706,,35047,583,0,12966,48596,5201,0,2376,266,7843,2.5% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Parks & Recreation,Assistant Center Director,False,False,,36774,44470,,40254,116,0,8224,48594,1233,0,2178,7532,10943,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,General Services,Storekeeper I,False,False,,40331,48381,,47102,247,930,300,48579,5478,0,2921,12111,20510,2.5% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Police,Police Officer II,False,False,,87256,105435,,30147,6701,6978,4727,48553,5227,0,0,1258,6485,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Fire-Rescue,Lifeguard I,False,False,,42453,50981,,36231,8196,0,4126,48553,0,0,2883,2299,5182,N/A,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Parks & Recreation,Assistant Center Director,False,False,,36774,44470,,35820,0,0,12731,48551,1327,0,2011,4,3342,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Facilities Services,Building Service Technician,False,False,,38459,45781,,42633,512,0,5396,48541,2752,0,2499,16261,21512,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Development Services,Assistant Engineer - Civil,False,False,,74194,89378,,35578,3563,7416,1982,48539,0,0,3601,2797,6398,N/A,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Parks & Recreation,Grounds Maintenance Worker II,False,False,,39437,46946,,44531,0,0,4002,48533,5792,0,2694,7004,15490,2.5% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
2022,City,San Diego,Storm water,Junior Planner,False,False,,56098,67683,,48054,26,0,452,48532,3594,0,465,302,4361,1.0% @ 55,www.sandiego.gov,1368395,06/27/2023,San Diego,,False,
