Name,Distance,Magnitude,Type,Year,Detection,Mass,Radius
Gl 686 b,27.0,9.62,Neptune-like,2018,Radial Velocity,6.624,2.42
GPX-1 b,2137.0,12.315999999999999,Gas Giant,2021,Transit,6261.250999999999,16.169999999999998
GQ Lupi b,493.0,11.593,Gas Giant,2004,Direct Imaging,6356.599999999999,33.0
GSC 06214-00210 b,354.0,12.415999999999999,Gas Giant,2010,Direct Imaging,5085.28,19.8
GU Piscium b,155.0,14.145999999999999,Gas Giant,2014,Direct Imaging,3591.4790000000003,13.915
HAT-P-11 b,123.0,9.46,Neptune-like,2008,Transit,26.69772,4.279
HAT-P-11 c,123.0,9.46,Gas Giant,2018,Radial Velocity,731.0089999999999,13.09
HAT-P-12 b,466.0,12.665,Gas Giant,2009,Transit,67.06213,10.549000000000001
HAT-P-13 b,805.0,10.421,Gas Giant,2009,Transit,270.47333,13.992
HAT-P-13 c,805.0,10.421,Gas Giant,2009,Radial Velocity,4538.6124,12.100000000000001
HAT-P-14 b,726.0,9.988,Gas Giant,2010,Transit,1093.3352,15.62
HAT-P-15 b,628.0,12.41,Gas Giant,2010,Transit,616.5902,11.66
HAT-P-16 b,739.0,10.911,Gas Giant,2010,Transit,1332.66119,14.179000000000002
HAT-P-17 b,301.0,10.375,Gas Giant,2010,Transit,184.34139999999996,11.55
HAT-P-17 c,301.0,10.375,Gas Giant,2010,Radial Velocity,1080.6219999999998,12.87
HAT-P-18 b,526.0,12.597000000000001,Gas Giant,2010,Transit,62.61250999999999,10.945
HAT-P-19 b,659.0,12.825999999999999,Gas Giant,2010,Transit,92.80635999999998,12.452000000000002
HAT-P-1 b,519.0,9.827,Gas Giant,2006,Transit,166.86075,14.509
HAT-P-20 b,232.0,11.231,Gas Giant,2010,Transit,2302.99618,9.536999999999999
HAT-P-21 b,904.0,11.459000000000001,Gas Giant,2010,Transit,1547.8320999999999,12.21
HAT-P-22 b,267.0,9.763,Gas Giant,2010,Transit,785.0401,12.649999999999999
HAT-P-23 b,1190.0,11.937000000000001,Gas Giant,2010,Transit,425.8922,11.99
HAT-P-24 b,1355.0,11.762,Gas Giant,2010,Transit,238.3725,14.3
HAT-P-25 b,980.0,13.145999999999999,Gas Giant,2010,Transit,180.84526999999997,12.485
HAT-P-26 b,463.0,11.757,Neptune-like,2010,Transit,22.2481,6.93
HAT-P-27 b,650.0,12.052,Gas Giant,2011,Transit,197.0546,11.22
HAT-P-28 b,1309.0,13.097999999999999,Gas Giant,2011,Transit,198.96158,13.331999999999999
HAT-P-29 b,1023.0,11.825,Gas Giant,2011,Transit,279.6904,12.87
HAT-P-2 b,417.0,8.72,Gas Giant,2007,Transit,2765.1209999999996,10.461
HAT-P-30 b,698.0,10.352,Gas Giant,2011,Transit,263.79889999999995,15.84
HAT-P-31 b,1122.0,11.667,Gas Giant,2011,Transit,721.4741,11.99
HAT-P-32 b,943.0,11.439,Gas Giant,2011,Transit,216.1244,21.78
HAT-P-33 b,1292.0,11.032,Gas Giant,2011,Transit,292.4036,20.35
HAT-P-34 b,813.0,10.402999999999999,Gas Giant,2011,Transit,1058.3739,13.167000000000002
HAT-P-35 b,1654.0,12.389000000000001,Gas Giant,2011,Transit,335.62848,14.651999999999997
HAT-P-36 b,960.0,12.145999999999999,Gas Giant,2011,Transit,587.413406,14.047
HAT-P-37 b,1274.0,13.427,Gas Giant,2011,Transit,371.54327,12.957999999999998
HAT-P-38 b,832.0,12.525,Gas Giant,2012,Transit,84.86061,9.075
HAT-P-39 b,2274.0,12.282,Gas Giant,2012,Transit,190.38017,17.281
HAT-P-3 b,439.0,11.856,Gas Giant,2007,Transit,206.5895,10.34
HAT-P-40 b,1515.0,11.34,Gas Giant,2012,Transit,152.55839999999998,16.72
HAT-P-41 b,1136.0,11.365,Gas Giant,2012,Transit,378.2177,22.549999999999997
HAT-P-42 b,1322.0,12.125,Gas Giant,2012,Transit,331.81452,14.08
HAT-P-43 b,1725.0,13.279000000000002,Gas Giant,2012,Transit,210.40346,13.376
HAT-P-44 b,1135.0,13.225,Gas Giant,2014,Transit,111.87616,13.661999999999999
HAT-P-44 c,1135.0,13.225,Gas Giant,2014,Radial Velocity,1271.32,12.76
HAT-P-45 b,974.0,12.783,Gas Giant,2014,Transit,283.50435999999996,15.686
HAT-P-46 b,948.0,11.997,Gas Giant,2014,Transit,156.69019,14.124
HAT-P-49 b,1143.0,10.205,Gas Giant,2014,Transit,699.226,17.490000000000002
HAT-P-4 b,1045.0,11.118,Gas Giant,2007,Transit,213.26392999999996,14.014
HAT-P-50 b,1681.0,11.703,Gas Giant,2015,Transit,429.0705,14.168000000000001
HAT-P-51 b,1436.0,13.51,Gas Giant,2015,Transit,98.20947,14.223000000000003
HAT-P-52 b,1178.0,14.107000000000001,Gas Giant,2015,Transit,259.98494,11.099000000000002
HAT-P-53 b,2175.0,13.78,Gas Giant,2015,Transit,471.65972,14.498000000000001
HAT-P-54 b,469.0,13.398,Gas Giant,2015,Transit,241.55079999999998,10.384
HAT-P-55 b,1668.0,13.197000000000001,Gas Giant,2015,Transit,184.97706000000002,13.001999999999999
HAT-P-56 b,1046.0,10.92,Gas Giant,2015,Transit,734.1872999999999,16.61
HAT-P-57 b,913.0,10.639000000000001,Gas Giant,2015,Transit,448.14029999999997,19.14
HAT-P-58 b,1682.0,12.925,Gas Giant,2021,Transit,118.23276000000001,14.651999999999997
HAT-P-59 b,866.0,11.64,Gas Giant,2021,Transit,489.4582,12.353
HAT-P-5 b,989.0,11.954,Gas Giant,2007,Transit,311.47339999999997,13.309999999999999
HAT-P-60 b,761.0,9.727,Gas Giant,2021,Transit,182.43442,17.941
HAT-P-61 b,1105.0,13.095999999999998,Gas Giant,2021,Transit,335.94631,9.889
HAT-P-62 b,1138.0,12.539000000000001,Gas Giant,2021,Transit,241.86862999999997,11.802999999999999
HAT-P-63 b,14624.0,20.1544,Gas Giant,2021,Transit,195.14762,12.309
HAT-P-64 b,2126.0,12.855,Gas Giant,2021,Transit,184.34139999999996,18.733
HAT-P-65 b,2409.0,13.120999999999999,Gas Giant,2016,Transit,167.49641,20.79
HAT-P-66 b,3051.0,13.014000000000001,Gas Giant,2016,Transit,248.86088999999996,17.490000000000002
HAT-P-67 b,1212.0,10.106,Gas Giant,2017,Transit,108.0622,22.935
HAT-P-68 b,659.0,13.802,Gas Giant,2020,Transit,230.10892,11.792000000000002
HAT-P-69 b,1113.0,9.774,Gas Giant,2019,Transit,1137.8314,18.436
HAT-P-6 b,898.0,10.469000000000001,Gas Giant,2007,Transit,419.5356,16.28
HAT-P-70 b,1079.0,9.47,Gas Giant,2019,Transit,2154.8874,20.57
HAT-P-7 b,1113.0,10.481,Gas Giant,2008,Transit,584.8072,16.61
HAT-P-8 b,690.0,10.357999999999999,Gas Giant,2008,Transit,406.8224,15.399999999999999
HAT-P-9 b,1485.0,12.344000000000001,Gas Giant,2008,Transit,238.05467000000002,15.323
HATS-10 b,1745.0,13.202,Gas Giant,2015,Transit,167.17858,10.659
HATS-11 b,3081.0,14.06,Gas Giant,2016,Transit,263.79889999999995,17.698999999999998
HATS-12 b,2434.0,12.831,Gas Giant,2016,Transit,759.6137,7.612000000000001
HATS-13 b,1376.0,13.911,Gas Giant,2015,Transit,172.58168999999998,13.331999999999999
HATS-14 b,1673.0,14.052,Gas Giant,2015,Transit,340.39592999999996,11.429000000000002
HATS-15 b,3717.0,14.909,Gas Giant,2016,Transit,689.6910999999999,12.155
HATS-16 b,2469.0,13.957,Gas Giant,2016,Transit,1039.3041,14.3
HATS-17 b,1306.0,12.402000000000001,Gas Giant,2016,Transit,425.25654000000003,8.547
HATS-18 b,2037.0,14.187999999999999,Gas Giant,2016,Transit,629.144485,14.619
HATS-1 b,926.0,12.155,Gas Giant,2012,Transit,589.57465,14.321999999999997
HATS-22 b,749.0,13.397,Gas Giant,2017,Transit,870.8542,10.482999999999999
HATS-23 b,2084.0,13.84,Gas Giant,2017,Transit,467.21009999999995,20.46
HATS-24 b,1612.0,12.915,Gas Giant,2017,Transit,718.2957999999999,15.345
HATS-25 b,1537.0,13.172,Gas Giant,2016,Transit,194.82978999999997,13.86
HATS-26 b,2811.0,13.005999999999998,Gas Giant,2016,Transit,206.5895,19.25
HATS-27 b,2665.0,12.782,Gas Giant,2016,Transit,168.4499,16.5
HATS-28 b,1746.0,13.981,Gas Giant,2016,Transit,213.58176,13.134
HATS-29 b,1154.0,12.62,Gas Giant,2016,Transit,207.54299,13.761
HATS-2 b,1115.0,13.565,Gas Giant,2013,Transit,427.48134999999996,12.847999999999999
HATS-30 b,1116.0,12.283,Gas Giant,2016,Transit,224.38797999999997,12.925
HATS-31 b,2525.0,13.315,Gas Giant,2016,Transit,279.6904,18.04
HATS-32 b,2431.0,14.386,Gas Giant,2016,Transit,292.4036,13.739
HATS-33 b,810.0,11.91,Gas Giant,2016,Transit,378.85335999999995,13.53
HATS-34 b,1660.0,13.857000000000001,Gas Giant,2016,Transit,299.07802999999996,15.729999999999999
HATS-35 b,1678.0,12.609000000000002,Gas Giant,2016,Transit,388.38825999999995,16.104
HATS-36 b,2794.0,14.364,Gas Giant,2018,Transit,1022.14128,12.683
HATS-37 A b,691.0,12.341,Neptune-like,2020,Transit,31.46517,6.6659999999999995
HATS-38 b,1121.0,11.967,Neptune-like,2020,Transit,23.51942,6.754
HATS-39 b,2866.0,12.745,Gas Giant,2018,Transit,200.2329,17.27
HATS-3 b,1341.0,12.433,Gas Giant,2013,Transit,340.39592999999996,15.191
HATS-40 b,4379.0,13.478,Gas Giant,2018,Transit,505.3497,17.380000000000003
HATS-41 b,2406.0,12.677999999999999,Gas Giant,2018,Transit,3082.9509999999996,14.63
HATS-42 b,2611.0,13.682,Gas Giant,2018,Transit,597.5203999999999,15.399999999999999
HATS-43 b,1182.0,13.562000000000001,Gas Giant,2018,Transit,82.95363,12.979999999999999
HATS-44 b,1455.0,14.397,Gas Giant,2018,Transit,177.9848,11.737
HATS-45 b,2519.0,13.325,Gas Giant,2018,Transit,222.48099999999997,14.146
HATS-46 b,1480.0,13.783,Gas Giant,2018,Transit,54.984590000000004,9.933
HATS-47 b,981.0,14.602,Gas Giant,2020,Transit,117.27927,12.286999999999999
HATS-48 A b,860.0,14.225999999999999,Gas Giant,2020,Transit,77.23268999999999,8.8
HATS-49 b,1058.0,14.988,Gas Giant,2020,Transit,112.19398999999999,8.415000000000001
HATS-4 b,1358.0,13.515999999999998,Gas Giant,2014,Transit,420.48909000000003,11.22
HATS-50 b,2468.0,14.045,Gas Giant,2017,Transit,123.9537,12.43
HATS-51 b,1271.0,12.525,Gas Giant,2017,Transit,244.09344,15.51
HATS-52 b,1811.0,13.844000000000001,Gas Giant,2017,Transit,711.9392,15.201999999999998
HATS-53 b,1911.0,13.944,Gas Giant,2017,Transit,189.10885,14.74
HATS-54 b,2442.0,13.937000000000001,Gas Giant,2019,Transit,239.32599,11.165
HATS-55 b,1989.0,13.525,Gas Giant,2019,Transit,292.72142999999994,13.761
HATS-56 b,1841.0,11.477,Gas Giant,2019,Transit,191.33365999999998,18.568
HATS-57 b,912.0,12.333,Gas Giant,2019,Transit,1000.2110099999999,12.529
HATS-58 A b,1317.0,11.572000000000001,Gas Giant,2019,Transit,327.3649,12.045
HATS-59 b,2097.0,14.033,Gas Giant,2018,Transit,256.17098,12.386
HATS-59 c,2097.0,14.033,Gas Giant,2018,Radial Velocity,4036.4409999999993,12.100000000000001
HATS-5 b,804.0,12.597999999999999,Gas Giant,2014,Transit,75.32570999999999,10.032
HATS-60 b,1587.0,12.662,Gas Giant,2018,Transit,210.40346,12.683
HATS-61 b,2217.0,13.352,Gas Giant,2018,Transit,1080.6219999999998,13.145000000000001
HATS-62 b,1706.0,14.171,Gas Giant,2018,Transit,56.891569999999994,11.604999999999999
HATS-63 b,2033.0,13.992,Gas Giant,2018,Transit,305.11679999999996,13.277000000000001
HATS-64 b,3523.0,13.045,Gas Giant,2018,Transit,305.11679999999996,18.469
HATS-65 b,1609.0,12.679,Gas Giant,2018,Transit,260.93843,16.511
HATS-66 b,4821.0,14.283,Gas Giant,2018,Transit,1694.0339,15.521
HATS-67 b,3132.0,13.698,Gas Giant,2018,Transit,460.85349999999994,18.535
HATS-68 b,1970.0,12.312000000000001,Gas Giant,2018,Transit,410.0007,13.552
HATS-69 b,1352.0,14.074000000000002,Gas Giant,2018,Transit,183.38791,10.395
HATS-6 b,552.0,15.044,Gas Giant,2015,Transit,101.38777,10.978
HATS-70 b,4759.0,12.227,Gas Giant,2019,Transit,4100.007,15.224000000000002
HATS-71 b,457.0,16.437,Gas Giant,2020,Transit,117.5971,11.264
HATS-72 b,416.0,12.324000000000002,Gas Giant,2020,Transit,39.85588,7.942
HATS-74 A b,977.0,17.26,Gas Giant,2021,Transit,464.0318,11.352
HATS-75 b,636.0,15.689,Gas Giant,2021,Transit,156.05453,9.724
HATS-76 b,1258.0,16.68,Gas Giant,2021,Transit,835.5750699999999,11.869
HATS-77 b,1423.0,16.195,Gas Giant,2021,Transit,436.69842,12.815000000000001
HATS-7 b,785.0,13.347000000000001,Gas Giant,2015,Transit,38.1396,6.193
HATS-8 b,2592.0,14.512,Gas Giant,2015,Transit,43.86054,9.603
HATS-9 b,2083.0,13.255999999999998,Gas Giant,2015,Transit,266.02371,13.596
HD 100546 b,358.0,6.69,Gas Giant,2014,Direct Imaging,239008.15999999997,75.9
HD 100655 b,447.0,6.4421,Gas Giant,2011,Radial Velocity,511.7063,13.309999999999999
HD 100777 b,162.0,8.42,Gas Giant,2007,Radial Velocity,327.3649,13.53
HD 10180 c,127.0,7.33,Neptune-like,2010,Radial Velocity,13.1,3.6079999999999997
HD 10180 d,127.0,7.33,Neptune-like,2010,Radial Velocity,11.75,3.388
HD 10180 e,127.0,7.33,Neptune-like,2010,Radial Velocity,25.1,5.291
HD 10180 f,127.0,7.33,Neptune-like,2010,Radial Velocity,23.9,5.148
HD 10180 g,127.0,7.33,Neptune-like,2010,Radial Velocity,21.4,4.818
HD 10180 h,127.0,7.33,Gas Giant,2010,Radial Velocity,64.51949,9.218
HD 101930 b,98.0,8.21,Gas Giant,2005,Radial Velocity,79.4575,10.439
HD 102117 b,129.0,7.47,Gas Giant,2005,Radial Velocity,54.0311,8.315999999999999
HD 102195 b,96.0,8.07,Gas Giant,2006,Radial Velocity,130.31029999999998,13.97
HD 102272 b,1132.0,8.69,Gas Giant,2008,Radial Velocity,1570.0802,12.649999999999999
HD 102329 b,708.0,7.88,Gas Giant,2011,Radial Velocity,2593.4928,12.32
HD 102329 c,708.0,7.88,Gas Giant,2018,Radial Velocity,483.10159999999996,13.309999999999999
HD 102365 b,30.0,4.89,Neptune-like,2010,Radial Velocity,16.0,4.059
HD 102843 b,205.0,9.26,Gas Giant,2019,Radial Velocity,113.90073709999999,12.87
HD 102956 b,398.0,7.86,Gas Giant,2010,Radial Velocity,305.11679999999996,13.53
HD 103197 b,186.0,9.4,Neptune-like,2009,Radial Velocity,28.6047,5.720000000000001
HD 103720 b,149.0,9.5,Gas Giant,2014,Radial Velocity,197.0546,13.86
HD 103774 b,184.0,7.1346300000000005,Gas Giant,2013,Radial Velocity,116.64361000000001,13.09
HD 103891 b,181.0,6.5945100000000005,Gas Giant,2022,Radial Velocity,457.67519999999996,13.309999999999999
HD 103949 b,86.0,8.7,Neptune-like,2019,Radial Velocity,11.2,3.2889999999999997
HD 104067 b,66.0,7.92,Gas Giant,2009,Radial Velocity,50.8528,8.019000000000002
HD 10442 b,442.0,7.827999999999999,Gas Giant,2014,Radial Velocity,472.6132099999999,13.309999999999999
HD 104985 b,328.0,5.79389,Gas Giant,2003,Radial Velocity,2637.989,12.32
HD 105618 b,229.0,8.63,Neptune-like,2022,Radial Velocity,25.14472,5.3020000000000005
HD 105618 c,229.0,8.63,Gas Giant,2022,Radial Velocity,8550.3135128,11.770000000000001
HD 105779 b,180.0,8.65,Gas Giant,2022,Radial Velocity,203.4112,13.86
HD 106252 b,125.0,7.41,Gas Giant,2002,Radial Velocity,3178.2999999999997,12.21
HD 106270 b,306.0,7.58,Gas Giant,2011,Radial Velocity,3219.6179,12.21
HD 106315 b,357.0,8.951,Super Earth,2017,Transit,12.6,2.398
HD 106315 c,357.0,8.951,Neptune-like,2017,Transit,15.2,4.268
HD 10647 b,57.0,5.52,Gas Giant,2006,Radial Velocity,298.76019999999994,13.53
HD 106515 A b,111.0,7.971,Gas Giant,2012,Radial Velocity,3518.9819769999995,12.21
HD 106906 b,336.0,7.8,Gas Giant,2013,Direct Imaging,3496.1299999999997,12.21
HD 10697 b,108.0,6.28262,Gas Giant,1999,Radial Velocity,1914.5983850999996,12.54
HD 107148 b,161.0,8.01,Gas Giant,2005,Radial Velocity,66.7443,9.416
HD 107148 c,161.0,8.01,Neptune-like,2021,Radial Velocity,19.896060000000002,4.62
HD 108147 b,127.0,6.99,Gas Giant,2002,Radial Velocity,82.95363,10.703
HD 108236 b,211.0,9.25,Super Earth,2020,Transit,3.24,1.615
HD 108236 c,211.0,9.25,Super Earth,2020,Transit,4.94,2.0709999999999997
HD 108236 d,211.0,9.25,Neptune-like,2020,Transit,6.98,2.497
HD 108236 e,211.0,9.25,Neptune-like,2020,Transit,9.71,3.0250000000000004
HD 108236 f,211.0,9.25,Super Earth,2021,Transit,4.72,2.017
HD 108341 b,160.0,9.38,Gas Giant,2014,Radial Velocity,1112.405,12.87
HD 108863 b,537.0,7.71,Gas Giant,2011,Radial Velocity,767.24162,12.979999999999999
HD 108874 b,194.0,8.76,Gas Giant,2002,Radial Velocity,451.31859999999995,13.309999999999999
HD 108874 c,194.0,8.76,Gas Giant,2005,Radial Velocity,314.6517,13.53
HD 109246 b,221.0,8.751,Gas Giant,2010,Radial Velocity,273.3338,13.64
HD 109271 b,182.0,8.04,Neptune-like,2013,Radial Velocity,17.162,4.235
HD 109271 c,182.0,8.04,Neptune-like,2013,Radial Velocity,24.154,5.17
HD 109286 b,181.0,8.78,Gas Giant,2021,Radial Velocity,950.3117,12.87
HD 109749 b,206.0,8.08,Gas Giant,2005,Radial Velocity,85.8141,10.923
HD 10975 b,380.0,5.94188,Gas Giant,2021,Radial Velocity,143.02349999999998,14.08
HD 109833 b,260.0,9.29,Neptune-like,2022,Transit,8.69,2.838
HD 109833 c,260.0,9.29,Neptune-like,2022,Transit,7.22,2.541
HD 109988 b,139.0,8.9,Gas Giant,2022,Radial Velocity,6725.4290018,11.88
HD 110014 b,329.0,4.645969999999999,Gas Giant,2009,Radial Velocity,3524.7347,12.21
HD 110082 b,343.0,9.23,Neptune-like,2021,Transit,10.3,3.135
HD 110113 b,347.0,10.09,Neptune-like,2021,Transit,4.55,2.05
HD 110113 c,347.0,10.09,Neptune-like,2021,Radial Velocity,10.5,3.168
HD 110537 b,147.0,7.83,Gas Giant,2022,Radial Velocity,8644.8297982,11.66
HD 11112 b,145.0,7.13,Gas Giant,2022,Radial Velocity,2428.4977120999997,12.43
HD 111232 b,94.0,7.59,Gas Giant,2003,Radial Velocity,2626.8140971999997,12.32
HD 111232 c,94.0,7.59,Gas Giant,2022,Radial Velocity,6085.586359,11.88
HD 111591 b,372.0,6.417000000000001,Gas Giant,2017,Radial Velocity,1398.452,12.649999999999999
HD 111998 b,108.0,6.11006,Gas Giant,2016,Radial Velocity,1433.4133,12.649999999999999
HD 112640 b,1055.0,6.536490000000001,Gas Giant,2020,Radial Velocity,1589.1499999999999,12.649999999999999
HD 113337 b,118.0,6.02078,Gas Giant,2013,Radial Velocity,1032.0130797999998,12.87
HD 113337 c,118.0,6.02078,Gas Giant,2022,Radial Velocity,6268.9996954,11.88
HD 11343 c,506.0,7.88,Gas Giant,2022,Radial Velocity,253.3931458,13.64
HD 113538 b,53.0,9.05,Gas Giant,2010,Radial Velocity,114.41879999999999,12.979999999999999
HD 113538 c,53.0,9.05,Gas Giant,2010,Radial Velocity,295.5819,13.64
HD 113996 b,379.0,4.77044,Gas Giant,2017,Radial Velocity,2002.329,12.54
HD 114082 b,311.0,8.2,Gas Giant,2022,Radial Velocity,2542.64,11.0
HD 114386 b,91.0,8.73,Gas Giant,2003,Radial Velocity,362.3262,13.42
HD 114613 b,66.0,4.85,Gas Giant,2014,Radial Velocity,113.46531,12.87
HD 114729 b,123.0,6.68,Gas Giant,2002,Radial Velocity,262.20975,13.64
HD 114783 b,69.0,7.56,Gas Giant,2001,Radial Velocity,349.613,13.53
HD 114783 c,69.0,7.56,Gas Giant,2018,Radial Velocity,194.19412999999997,13.86
HD 11505 b,127.0,7.43,Gas Giant,2022,Radial Velocity,2649.5961515999998,12.32
HD 11506 b,167.0,7.51,Gas Giant,2007,Radial Velocity,1716.8318459000002,12.54
HD 11506 c,167.0,7.51,Gas Giant,2008,Radial Velocity,115.84903499999999,12.979999999999999
HD 11506 d,167.0,7.51,Gas Giant,2022,Radial Velocity,2446.8492163,12.43
HD 115404 A b,36.0,6.50066,Neptune-like,2022,Radial Velocity,30.038729999999997,5.885000000000001
HD 115404 A c,36.0,6.50066,Gas Giant,2022,Radial Velocity,3299.5998195,12.21
HD 115954 b,286.0,8.34,Gas Giant,2021,Radial Velocity,2634.8106999999995,12.32
HD 116029 b,402.0,7.88,Gas Giant,2011,Radial Velocity,444.96199999999993,13.309999999999999
HD 116029 c,402.0,7.88,Gas Giant,2018,Radial Velocity,403.6441,13.42
HD 117207 b,106.0,7.26,Gas Giant,2004,Radial Velocity,612.14058,13.2
HD 11755 b,767.0,6.882689999999999,Gas Giant,2015,Radial Velocity,1789.3828999999998,12.54
HD 117618 b,123.0,7.17,Gas Giant,2004,Radial Velocity,55.30241999999999,8.425999999999998
HD 118203 b,301.0,8.05,Gas Giant,2005,Radial Velocity,886.7456999999999,12.892
HD 11964 b,109.0,6.41525,Gas Giant,2005,Radial Velocity,197.69026,13.86
HD 11964 c,109.0,6.41525,Neptune-like,2008,Radial Velocity,25.0,5.279999999999999
HD 11977 b,222.0,4.68,Gas Giant,2005,Radial Velocity,2078.6082,12.43
HD 120084 b,336.0,5.90686,Gas Giant,2013,Radial Velocity,2439.4533122,12.43
HD 121504 b,136.0,7.54,Gas Giant,2003,Radial Velocity,479.9233,13.309999999999999
HD 12235 b,104.0,5.88051,Neptune-like,2022,Radial Velocity,10.333689999999999,3.135
HD 12235 c,104.0,5.88051,Gas Giant,2022,Radial Velocity,3171.5206860999997,12.21
HD 122562 c,174.0,7.659,Gas Giant,2022,Radial Velocity,72.84981429999999,9.911
HD 124330 b,196.0,7.88,Gas Giant,2021,Radial Velocity,238.3725,13.75
HD 12484 b,158.0,8.18,Gas Giant,2016,Radial Velocity,947.1333999999999,12.87
HD 125271 b,128.0,9.68,Gas Giant,2022,Radial Velocity,3514.1636741999996,12.21
HD 125390 b,501.0,8.21,Gas Giant,2019,Radial Velocity,9165.552935299998,11.66
HD 125595 b,92.0,9.03,Neptune-like,2009,Radial Velocity,6.3566,2.354
HD 125612 b,188.0,8.31,Gas Giant,2007,Radial Velocity,944.2792866,12.87
HD 125612 c,188.0,8.31,Neptune-like,2009,Radial Velocity,15.17685,3.9379999999999997
HD 125612 d,188.0,8.31,Gas Giant,2009,Radial Velocity,2352.4028534999998,12.43
HD 12648 b,594.0,6.986560000000001,Gas Giant,2015,Radial Velocity,622.9467999999999,13.2
HD 126525 b,123.0,7.85,Gas Giant,2018,Radial Velocity,75.32570999999999,10.109
HD 126614 b,238.0,8.81,Gas Giant,2009,Radial Velocity,119.9649335,13.309999999999999
HD 12661 b,123.0,7.43,Gas Giant,2000,Radial Velocity,772.3269,12.979999999999999
HD 12661 c,123.0,7.43,Gas Giant,2002,Radial Velocity,575.9079599999999,13.2
HD 127506 b,73.0,8.7,Neptune-like,2022,Radial Velocity,26.61699,5.478
HD 128311 b,53.0,7.48,Gas Giant,2002,Radial Velocity,562.24127,13.2
HD 128311 c,53.0,7.48,Gas Giant,2005,Radial Velocity,1204.25787,12.76
HD 128356 b,85.0,8.2411,Gas Giant,2016,Radial Velocity,282.8687,13.64
HD 129445 b,220.0,8.8,Gas Giant,2009,Radial Velocity,508.528,13.309999999999999
HD 130322 b,104.0,8.04,Gas Giant,1999,Radial Velocity,365.50449999999995,13.42
HD 131496 b,430.0,7.8,Gas Giant,2011,Radial Velocity,572.0939999999999,13.2
HD 13167 b,486.0,8.34,Gas Giant,2018,Radial Velocity,1052.0173,12.87
HD 13189 b,1624.0,7.57,Gas Giant,2005,Radial Velocity,3480.2384999999995,12.21
HD 132406 b,231.0,8.45,Gas Giant,2007,Radial Velocity,1709.9253999999999,12.54
HD 132563 b,343.0,8.928001,Gas Giant,2011,Radial Velocity,473.56669999999997,13.309999999999999
HD 133131 A b,168.0,7.66,Gas Giant,2016,Radial Velocity,451.31859999999995,13.309999999999999
HD 133131 A c,168.0,7.66,Gas Giant,2016,Radial Velocity,133.4886,14.08
HD 133131 B b,167.0,8.413,Gas Giant,2016,Radial Velocity,794.5749999999999,12.979999999999999
HD 134060 b,78.0,6.29,Neptune-like,2019,Radial Velocity,10.1,3.102
HD 134060 c,78.0,6.29,Neptune-like,2019,Radial Velocity,29.29,5.797000000000001
HD 134987 b,85.0,6.47,Gas Giant,1999,Radial Velocity,511.7063,13.309999999999999
HD 134987 c,85.0,6.47,Gas Giant,2009,Radial Velocity,260.62059999999997,13.64
HD 135872 b,269.0,7.28103,Gas Giant,2022,Radial Velocity,1880.6255364,12.54
HD 136118 b,168.0,6.9456,Gas Giant,2022,Radial Velocity,4174.792399,12.100000000000001
HD 136352 b,48.0,5.65,Super Earth,2019,Radial Velocity,4.72,1.6640000000000001
HD 136352 c,48.0,5.65,Neptune-like,2019,Radial Velocity,11.24,2.8600000000000003
HD 136352 d,48.0,5.65,Neptune-like,2019,Radial Velocity,8.82,2.5189999999999997
HD 136418 b,343.0,7.849,Gas Giant,2009,Radial Velocity,680.1562,13.09
HD 136925 b,156.0,7.9143300000000005,Gas Giant,2021,Radial Velocity,266.9772,13.64
HD 13724 c,142.0,7.89,Gas Giant,2022,Radial Velocity,51.256444099999996,8.063
HD 137388 b,132.0,8.71,Gas Giant,2011,Radial Velocity,63.566,9.152000000000001
HD 137496 b,507.0,9.899,Super Earth,2021,Transit,4.04,1.31
HD 137496 c,507.0,9.899,Gas Giant,2021,Radial Velocity,2434.5778,12.43
HD 13808 b,92.0,8.36,Neptune-like,2021,Radial Velocity,11.2,3.2889999999999997
HD 13808 c,92.0,8.36,Neptune-like,2021,Radial Velocity,9.96,3.0689999999999995
HD 13908 b,259.0,7.52,Gas Giant,2013,Radial Velocity,274.92294999999996,13.64
