Name,Distance,Magnitude,Type,Year,Detection,Mass,Radius
HD 9446 c,164.0,8.35,Gas Giant,2009,Radial Velocity,578.4506,13.2
HD 94834 b,320.0,7.6,Gas Giant,2018,Radial Velocity,400.4658,13.42
HD 95086 b,281.0,7.36,Gas Giant,2013,Direct Imaging,1589.1499999999999,12.649999999999999
HD 95089 b,447.0,7.92,Gas Giant,2009,Radial Velocity,400.4658,13.42
HD 95089 c,447.0,7.92,Gas Giant,2018,Radial Velocity,1096.5135,12.87
HD 95127 b,2207.0,8.15,Gas Giant,2015,Radial Velocity,3378.5329,12.21
HD 95338 b,121.0,8.62,Gas Giant,2020,Radial Velocity,42.439839899999996,3.817
HD 95544 b,286.0,8.39,Gas Giant,2021,Radial Velocity,2108.2680956,12.43
HD 95735 c,19.0,7.49,Neptune-like,2021,Radial Velocity,13.6,3.685
HD 95872 b,236.0,9.955,Gas Giant,2015,Radial Velocity,1188.6842,12.76
HD 96063 b,457.0,8.21,Gas Giant,2011,Radial Velocity,403.6441,13.42
HD 96127 b,1917.0,7.40521,Gas Giant,2011,Radial Velocity,6661.7168,11.88
HD 96167 b,278.0,8.09,Gas Giant,2009,Radial Velocity,227.88411000000002,13.75
HD 96700 b,83.0,6.51,Neptune-like,2021,Radial Velocity,8.9,2.871
HD 96700 c,83.0,6.51,Super Earth,2021,Radial Velocity,3.5,1.69
HD 96700 d,83.0,6.51,Neptune-like,2021,Radial Velocity,12.7,3.5420000000000003
HD 96992 b,1292.0,8.57,Gas Giant,2021,Radial Velocity,362.3262,13.42
HD 97037 b,106.0,6.818280000000001,Gas Giant,2022,Radial Velocity,6674.0772087,11.88
HD 97048 b,600.0,8.44,Gas Giant,2019,Disk Kinematics,794.5749999999999,12.979999999999999
HD 97658 b,70.0,7.76,Super Earth,2010,Radial Velocity,8.3,2.12
HD 98219 b,371.0,8.05,Gas Giant,2011,Radial Velocity,624.21812,13.2
HD 98649 b,138.0,8.0,Gas Giant,2012,Radial Velocity,2665.2937753,12.32
HD 98736 b,106.0,7.93,Gas Giant,2018,Radial Velocity,740.5439,13.09
HD 99109 b,179.0,9.1,Gas Giant,2005,Radial Velocity,139.8452,14.08
HD 99283 b,362.0,5.72916,Gas Giant,2021,Radial Velocity,308.2951,13.53
HD 99492 b,59.0,7.56727,Neptune-like,2004,Radial Velocity,22.2481,4.927999999999999
HD 99706 b,478.0,7.65,Gas Giant,2011,Radial Velocity,390.93089999999995,13.42
HD 99706 c,478.0,7.65,Gas Giant,2018,Radial Velocity,1808.4527,12.54
HIP 105854 b,257.0,5.64,Gas Giant,2014,Radial Velocity,2606.2059999999997,12.32
HIP 107772 b,77.0,10.56,Neptune-like,2020,Radial Velocity,12.9,3.575
HIP 107773 b,343.0,5.62,Gas Giant,2015,Radial Velocity,629.3034,13.09
HIP 109384 b,192.0,9.61,Gas Giant,2016,Radial Velocity,495.8148,13.309999999999999
HIP 109600 b,216.0,9.18,Gas Giant,2016,Radial Velocity,851.7844,12.979999999999999
HIP 114933 b,332.0,7.25,Gas Giant,2021,Radial Velocity,616.5902,13.2
HIP 116454 b,204.0,10.19,Super Earth,2014,Transit,12.7132,2.42
HIP 12961 b,76.0,10.25,Gas Giant,2010,Radial Velocity,114.41879999999999,12.979999999999999
HIP 14810 b,165.0,8.520000999999999,Gas Giant,2005,Radial Velocity,1239.5369999999998,12.76
HIP 14810 c,165.0,8.520000999999999,Gas Giant,2006,Radial Velocity,416.3573,13.42
HIP 14810 d,165.0,8.520000999999999,Gas Giant,2009,Radial Velocity,187.51969999999997,13.86
HIP 19976 b,131.0,10.48,Neptune-like,2022,Radial Velocity,20.59095,4.708
HIP 19976 c,131.0,10.48,Gas Giant,2022,Radial Velocity,9501.8075404,11.66
HIP 21152 b,142.0,6.37009,Gas Giant,2022,Direct Imaging,7627.92,11.770000000000001
HIP 34222 b,74.0,10.14,Gas Giant,2021,Radial Velocity,263.79889999999995,13.64
HIP 35173 b,108.0,9.01,Neptune-like,2019,Radial Velocity,12.7,3.5420000000000003
HIP 35965 b,164.0,10.18,Gas Giant,2022,Radial Velocity,2547.5822565,12.32
HIP 38594 b,58.0,9.75,Neptune-like,2020,Radial Velocity,8.1,2.717
HIP 38594 c,58.0,9.75,Gas Giant,2020,Radial Velocity,48.3991524,7.787999999999999
HIP 41378 b,347.0,8.93,Neptune-like,2016,Transit,6.83,2.4639999999999995
HIP 41378 c,347.0,8.93,Neptune-like,2016,Transit,7.08,2.508
HIP 41378 d,347.0,8.93,Neptune-like,2016,Transit,14.9,3.883
HIP 41378 e,347.0,8.93,Neptune-like,2016,Transit,26.0,5.412000000000001
HIP 41378 f,347.0,8.93,Gas Giant,2016,Transit,74.05439,10.01
HIP 4845 b,69.0,10.06,Neptune-like,2020,Radial Velocity,14.4,3.817
HIP 48714 b,34.0,8.99,Neptune-like,2020,Radial Velocity,22.9,5.016
HIP 5158 b,168.0,10.16,Gas Giant,2009,Radial Velocity,451.31859999999995,13.309999999999999
HIP 5158 c,168.0,10.16,Gas Giant,2011,Radial Velocity,4780.163199999999,11.99
HIP 54373 b,61.0,10.38,Neptune-like,2019,Radial Velocity,8.62,2.816
HIP 54373 c,61.0,10.38,Neptune-like,2019,Radial Velocity,12.44,3.498
HIP 55507 b,83.0,9.8,Gas Giant,2022,Radial Velocity,2625.1391331,12.32
HIP 56640 b,399.0,7.94,Gas Giant,2021,Radial Velocity,2151.6582471999996,12.43
HIP 57274 b,84.0,8.97,Neptune-like,2011,Radial Velocity,6.3566,2.354
HIP 57274 c,84.0,8.97,Gas Giant,2011,Radial Velocity,129.9988266,13.97
HIP 57274 d,84.0,8.97,Gas Giant,2011,Radial Velocity,167.40106099999997,13.97
HIP 5763 b,104.0,9.82,Gas Giant,2021,Radial Velocity,162.0933,13.97
HIP 63242 b,510.0,6.86,Gas Giant,2013,Radial Velocity,2917.6794,12.32
HIP 65407 b,202.0,9.38,Gas Giant,2016,Radial Velocity,136.03124,14.08
HIP 65407 c,202.0,9.38,Gas Giant,2016,Radial Velocity,249.17872,13.64
HIP 65426 b,355.0,7.01,Gas Giant,2017,Direct Imaging,2860.47,16.5
HIP 65891 b,490.0,6.75,Gas Giant,2015,Radial Velocity,1933.6808982999999,12.54
HIP 65 A b,202.0,11.0,Gas Giant,2020,Transit,1021.18779,22.33
HIP 67522 b,415.0,9.79,Gas Giant,2020,Transit,72.46524,9.878
HIP 67537 b,379.0,6.43,Gas Giant,2017,Radial Velocity,4309.266272,12.100000000000001
HIP 67851 b,209.0,6.17,Gas Giant,2015,Radial Velocity,497.9601525,13.309999999999999
HIP 67851 c,209.0,6.17,Gas Giant,2015,Radial Velocity,2430.6303514,12.43
HIP 70849 b,78.0,10.421,Gas Giant,2009,Radial Velocity,2860.47,12.32
HIP 71135 b,105.0,10.53,Neptune-like,2019,Radial Velocity,18.8,4.466
HIP 74890 b,257.0,7.05,Gas Giant,2016,Radial Velocity,762.7919999999999,12.979999999999999
HIP 75056 A b,408.0,7.78,Gas Giant,2021,Direct Imaging,7945.75,22.0
HIP 75092 b,266.0,7.11,Gas Giant,2021,Radial Velocity,568.9157,13.2
HIP 78530 b,446.0,7.1691,Gas Giant,2010,Direct Imaging,7310.089999999999,11.770000000000001
HIP 79098 AB b,476.0,5.86,Gas Giant,2019,Direct Imaging,6515.514999999999,11.88
HIP 79431 b,47.0,11.394,Gas Giant,2009,Radial Velocity,667.443,13.09
HIP 8541 b,506.0,7.88,Gas Giant,2016,Radial Velocity,2621.6430030999995,12.32
HIP 86221 b,96.0,9.25,Gas Giant,2021,Radial Velocity,225.65929999999997,13.75
HIP 90988 b,307.0,7.75,Gas Giant,2021,Radial Velocity,667.0997436,13.09
HIP 91258 b,150.0,8.65,Gas Giant,2013,Radial Velocity,346.4347,13.53
HIP 94235 b,191.0,8.31,Neptune-like,2022,Transit,379.00274010000004,2.9480000000000004
HIP 948 b,114.0,9.92,Gas Giant,2022,Radial Velocity,6410.7296273,11.88
HIP 97166 b,215.0,9.92,Neptune-like,2021,Transit,20.0,2.684
HIP 97166 c,215.0,9.92,Neptune-like,2021,Radial Velocity,9.9,3.0580000000000003
HIP 97233 b,334.0,7.34,Gas Giant,2014,Radial Velocity,6399.2559642999995,11.88
HN Pegasi b,59.0,5.977069999999999,Gas Giant,2006,Direct Imaging,6991.846820999999,11.561
HR 2562 b,111.0,6.11,Gas Giant,2016,Direct Imaging,9534.9,12.21
HR 5183 b,103.0,6.33432,Gas Giant,2019,Radial Velocity,1026.5909,12.87
HR 810 b,56.0,5.4,Gas Giant,1999,Radial Velocity,721.4741,13.09
HR 858 b,104.0,6.38,Super Earth,2019,Transit,5.0,2.085
HR 858 c,104.0,6.38,Super Earth,2019,Transit,4.42,1.939
HR 858 d,104.0,6.38,Neptune-like,2019,Transit,5.32,2.164
HR 8799 b,135.0,5.98,Gas Giant,2008,Direct Imaging,2224.81,13.2
HR 8799 c,135.0,5.98,Gas Giant,2008,Direct Imaging,3178.2999999999997,13.2
HR 8799 d,135.0,5.98,Gas Giant,2008,Direct Imaging,3178.2999999999997,13.2
HR 8799 e,135.0,5.98,Gas Giant,2010,Direct Imaging,3178.2999999999997,12.87
HU Aquarii AB b,627.0,16.183,Gas Giant,2011,Eclipse Timing Variations,1875.1970000000001,12.54
HU Aquarii AB c,627.0,16.183,Gas Giant,2011,Eclipse Timing Variations,1430.235,12.649999999999999
IC 4651 9122 b,2803.0,10.909,Gas Giant,2018,Radial Velocity,2002.329,12.54
Iota Draconis b,102.0,3.2966800000000003,Gas Giant,2002,Radial Velocity,3756.7506,12.100000000000001
Iota Draconis c,102.0,3.2966800000000003,Gas Giant,2022,Radial Velocity,4958.147999999999,11.99
K2-100 b,616.0,10.651,Neptune-like,2016,Transit,21.8,3.8060000000000005
K2-101 b,614.0,12.892000000000001,Super Earth,2016,Transit,4.66,2.0
K2-102 b,614.0,13.083,Super Earth,2016,Transit,2.24,1.3
K2-104 b,617.0,15.989,Super Earth,2016,Transit,3.86,1.79
K2-105 b,646.0,11.752,Neptune-like,2017,Transit,30.0,3.52
K2-107 b,2235.0,13.012,Gas Giant,2017,Transit,266.9772,15.686
K2-108 b,1557.0,12.339,Gas Giant,2017,Transit,59.399248699999994,5.236000000000001
K2-10 b,888.0,12.429,Neptune-like,2015,Transit,27.0,3.7729999999999997
K2-110 b,380.0,11.985,Super Earth,2017,Transit,16.7,2.508
K2-111 b,654.0,11.13,Super Earth,2017,Transit,5.29,1.82
K2-111 c,654.0,11.13,Neptune-like,2020,Radial Velocity,11.3,3.311
K2-113 b,2074.0,13.744000000000002,Gas Giant,2017,Transit,410.0007,11.913
K2-114 b,1552.0,14.55,Gas Giant,2017,Transit,638.8382999999999,10.252
K2-115 b,1349.0,13.444,Gas Giant,2017,Transit,266.9772,11.835999999999999
K2-116 b,161.0,10.8,Terrestrial,2017,Transit,0.257,0.69
K2-117 b,332.0,14.639000000000001,Super Earth,2017,Transit,4.78,2.03
K2-117 c,332.0,14.639000000000001,Super Earth,2017,Transit,4.9,2.06
K2-118 b,1049.0,14.0,Neptune-like,2017,Transit,6.99,2.497
K2-119 b,1193.0,14.818,Neptune-like,2017,Transit,6.94,2.486
K2-11 b,1074.0,13.409,Gas Giant,2015,Transit,44.4962,7.414000000000001
K2-120 b,944.0,14.092,Super Earth,2017,Transit,4.7,2.01
K2-121 b,553.0,13.229000000000001,Gas Giant,2017,Transit,44.17837,7.380999999999999
K2-122 b,235.0,13.105,Super Earth,2017,Transit,1.65,1.16
K2-123 b,527.0,14.780999999999999,Neptune-like,2017,Transit,8.05,2.7060000000000004
K2-124 b,458.0,16.692,Neptune-like,2017,Transit,8.75,2.849
K2-125 b,405.0,16.4,Neptune-like,2017,Transit,5.39,2.18
K2-126 b,336.0,12.759,Super Earth,2017,Transit,4.54,1.97
K2-127 b,2316.0,15.040999999999999,Gas Giant,2017,Transit,53.07760999999999,8.217
K2-128 b,374.0,12.58,Super Earth,2017,Transit,2.6,1.42
K2-129 b,91.0,13.639000000000001,Super Earth,2017,Transit,1.12,1.04
K2-12 b,1065.0,12.38,Neptune-like,2015,Transit,6.04,2.2880000000000003
K2-130 b,385.0,12.675999999999998,Super Earth,2017,Transit,2.1,1.25
K2-131 b,497.0,12.129000000000001,Super Earth,2017,Transit,6.3,1.5
K2-132 b,1989.0,12.071,Gas Giant,2017,Transit,155.73669999999998,14.3
K2-133 b,245.0,14.073,Super Earth,2017,Transit,2.36,1.34
K2-133 c,245.0,14.073,Super Earth,2017,Transit,3.2,1.6030000000000002
K2-133 d,245.0,14.073,Super Earth,2017,Transit,4.67,2.003
K2-133 e,245.0,14.073,Super Earth,2019,Transit,3.64,1.73
K2-136 b,193.0,11.100999999999999,Terrestrial,2017,Transit,0.937,0.99
K2-136 c,193.0,11.100999999999999,Neptune-like,2017,Transit,8.8,2.8600000000000003
K2-136 d,193.0,11.100999999999999,Super Earth,2017,Transit,2.7,1.45
K2-137 b,323.0,15.94,Terrestrial,2017,Transit,158.915,0.64
K2-138 b,661.0,12.245999999999999,Super Earth,2017,Transit,3.1,1.51
K2-138 c,661.0,12.245999999999999,Neptune-like,2017,Transit,6.31,2.255
K2-138 d,661.0,12.245999999999999,Super Earth,2017,Transit,7.92,2.343
K2-138 e,661.0,12.245999999999999,Neptune-like,2017,Transit,12.97,3.322
K2-138 f,661.0,12.245999999999999,Terrestrial,2017,Transit,1.63,2.849
K2-138 g,661.0,12.245999999999999,Neptune-like,2021,Transit,4.32,2.9589999999999996
K2-139 b,502.0,11.652000000000001,Gas Giant,2017,Transit,123.00021,8.943
K2-13 b,1117.0,12.882,Super Earth,2015,Transit,4.23,1.89
K2-140 b,1135.0,12.727,Gas Giant,2017,Transit,295.5819,13.309999999999999
K2-141 b,202.0,11.454,Super Earth,2018,Transit,5.08,1.51
K2-141 c,202.0,11.454,Neptune-like,2018,Transit,7.4,6.864
K2-146 b,259.0,16.7,Super Earth,2018,Transit,5.77,2.05
K2-146 c,259.0,16.7,Super Earth,2019,Transit,7.49,2.19
K2-147 b,295.0,14.044,Terrestrial,2018,Transit,0.315,0.73
K2-148 b,406.0,13.627,Super Earth,2018,Transit,2.33,1.33
K2-148 c,406.0,13.627,Super Earth,2018,Transit,3.64,1.73
K2-148 d,406.0,13.627,Super Earth,2018,Transit,3.33,1.64
K2-149 b,403.0,14.543,Super Earth,2018,Transit,3.33,1.64
K2-14 b,1188.0,15.78,Neptune-like,2015,Transit,20.7,4.719
K2-150 b,334.0,15.784,Super Earth,2018,Transit,4.66,2.0
K2-151 b,227.0,14.175,Super Earth,2018,Transit,2.83,1.49
K2-152 b,354.0,13.728,Neptune-like,2018,Transit,5.86,2.2439999999999998
K2-153 b,467.0,14.96,Super Earth,2018,Transit,4.66,2.0
K2-154 b,422.0,13.860999999999999,Super Earth,2018,Transit,4.62,1.99
K2-154 c,422.0,13.860999999999999,Super Earth,2018,Transit,4.94,2.07
K2-155 b,237.0,12.773,Super Earth,2018,Transit,3.89,1.8
K2-155 c,237.0,12.773,Neptune-like,2018,Transit,7.27,2.5519999999999996
K2-155 d,237.0,12.773,Super Earth,2018,Transit,4.27,1.9
K2-156 b,490.0,13.4,Super Earth,2018,Transit,1.37,1.1
K2-157 b,973.0,12.942,Terrestrial,2018,Transit,0.972,1.0
K2-158 b,644.0,11.774000000000001,Neptune-like,2018,Transit,7.46,2.596
K2-158 c,644.0,11.774000000000001,Super Earth,2018,Transit,2.18,1.28
K2-159 b,558.0,11.995,Neptune-like,2018,Transit,5.73,2.222
K2-15 b,1611.0,14.758,Neptune-like,2015,Transit,6.71,2.431
K2-160 b,1029.0,12.838,Neptune-like,2018,Transit,10.2,3.1239999999999997
K2-161 b,2989.0,12.718,Neptune-like,2018,Transit,31.1,6.006
K2-162 b,406.0,12.277999999999999,Super Earth,2018,Transit,2.67,1.44
K2-163 b,680.0,13.078,Neptune-like,2018,Transit,6.65,2.42
K2-164 b,1225.0,11.352,Neptune-like,2018,Transit,10.6,3.19
K2-165 b,439.0,11.332,Super Earth,2018,Transit,2.17,1.274
K2-165 c,439.0,11.332,Super Earth,2018,Transit,3.03,1.554
K2-165 d,439.0,11.332,Neptune-like,2018,Transit,7.5,2.596
K2-166 b,1556.0,12.081,Neptune-like,2018,Transit,5.43,2.19
K2-167 b,264.0,8.24,Neptune-like,2018,Transit,5.75,2.222
K2-168 b,796.0,12.365,Super Earth,2018,Transit,4.12,1.86
K2-169 b,769.0,12.23,Super Earth,2018,Transit,2.16,1.273
K2-16 b,1093.0,14.668,Super Earth,2015,Transit,4.74,2.02
K2-16 c,1093.0,14.668,Neptune-like,2015,Transit,6.99,2.497
K2-170 b,1282.0,12.668,Super Earth,2018,Transit,2.6,1.4180000000000001
K2-170 c,1282.0,12.668,Super Earth,2018,Transit,3.9,1.8019999999999998
K2-171 b,1977.0,12.745,Neptune-like,2018,Transit,7.69,2.6399999999999997
K2-172 b,815.0,12.5,Super Earth,2018,Transit,3.42,1.666
K2-172 c,815.0,12.5,Neptune-like,2018,Transit,10.4,3.1460000000000004
K2-173 b,746.0,12.523,Super Earth,2018,Transit,3.22,1.608
K2-174 b,326.0,12.456,Neptune-like,2018,Transit,7.27,2.5519999999999996
K2-175 b,807.0,10.835999999999999,Super Earth,2018,Transit,4.81,2.0380000000000003
K2-176 b,807.0,12.909,Super Earth,2018,Transit,2.83,1.4909999999999999
K2-177 b,1605.0,12.681,Neptune-like,2018,Transit,5.13,2.116
K2-178 b,701.0,12.382,Neptune-like,2018,Transit,12.4,3.487
K2-179 b,622.0,12.939,Neptune-like,2018,Transit,6.86,2.4639999999999995
K2-17 b,408.0,13.411,Neptune-like,2015,Transit,5.6,2.23
K2-180 b,665.0,12.557,Super Earth,2018,Transit,11.44182,2.475
K2-181 b,1177.0,12.669,Neptune-like,2018,Transit,8.45,2.783
K2-182 b,505.0,11.833,Neptune-like,2018,Transit,20.0,2.6399999999999997
K2-183 b,1073.0,12.867,Super Earth,2018,Transit,1.37,1.1
K2-183 c,1073.0,12.867,Neptune-like,2018,Transit,5.9,2.255
K2-183 d,1073.0,12.867,Neptune-like,2018,Transit,5.9,2.255
K2-184 b,247.0,10.345,Super Earth,2018,Transit,2.76,1.47
K2-185 b,875.0,12.235,Super Earth,2018,Transit,1.6,1.15
K2-185 c,875.0,12.235,Neptune-like,2018,Transit,6.3,2.343
K2-186 b,1079.0,12.413,Neptune-like,2018,Transit,10.2,3.1130000000000004
K2-187 b,1079.0,13.102,Super Earth,2018,Transit,1.87,1.2
K2-187 c,1079.0,13.102,Super Earth,2018,Transit,2.54,1.4
K2-187 d,1079.0,13.102,Neptune-like,2018,Transit,6.35,2.354
K2-187 e,1079.0,13.102,Super Earth,2018,Transit,4.27,1.9
K2-188 b,1458.0,12.657,Super Earth,2018,Transit,2.39,1.35
K2-188 c,1458.0,12.657,Neptune-like,2018,Transit,8.4,2.7720000000000002
K2-189 b,790.0,12.398,Super Earth,2018,Transit,2.92,1.52
K2-189 c,790.0,12.398,Neptune-like,2018,Transit,6.8,2.453
K2-18 b,124.0,13.477,Super Earth,2015,Transit,8.92,2.321
K2-18 c,124.0,13.477,Neptune-like,2017,Radial Velocity,7.51,2.596
K2-190 b,524.0,11.138,Super Earth,2018,Transit,2.41,1.357
K2-190 c,524.0,11.138,Super Earth,2018,Transit,1.34,1.093
K2-191 b,937.0,13.329,Super Earth,2018,Transit,3.12,1.579
K2-192 b,723.0,12.655999999999999,Super Earth,2018,Transit,2.92,1.52
K2-193 b,1344.0,13.341,Neptune-like,2018,Transit,14.8,3.8720000000000003
K2-194 b,2053.0,12.998,Neptune-like,2018,Transit,12.9,3.575
K2-195 b,1028.0,12.524000000000001,Neptune-like,2018,Transit,9.96,3.0689999999999995
K2-195 c,1028.0,12.524000000000001,Neptune-like,2018,Transit,7.16,2.5300000000000002
K2-196 b,1908.0,12.241,Neptune-like,2018,Transit,12.6,3.531
K2-197 b,808.0,12.199000000000002,Neptune-like,2018,Transit,7.08,2.508
K2-198 b,361.0,10.970999999999998,Neptune-like,2018,Transit,16.3,4.114
K2-198 c,361.0,10.970999999999998,Super Earth,2019,Transit,2.61,1.423
K2-198 d,361.0,10.970999999999998,Neptune-like,2019,Transit,6.52,2.398
K2-199 b,351.0,12.357999999999999,Super Earth,2018,Transit,6.9,1.73
K2-199 c,351.0,12.357999999999999,Neptune-like,2018,Transit,12.4,2.794
K2-19 b,945.0,13.024000000000001,Neptune-like,2015,Transit,32.4,6.864
K2-19 c,945.0,13.024000000000001,Neptune-like,2015,Transit,10.8,4.026
K2-19 d,945.0,13.024000000000001,Super Earth,2016,Transit,10.0,1.11
K2-200 b,601.0,12.427999999999999,Super Earth,2018,Transit,2.43,1.364
K2-201 b,646.0,12.168,Super Earth,2018,Transit,2.54,1.4
K2-201 c,646.0,12.168,Neptune-like,2018,Transit,10.8,3.223
K2-202 b,980.0,13.354000000000001,Neptune-like,2018,Transit,5.91,2.255
K2-203 b,542.0,12.390999999999998,Super Earth,2018,Transit,2.45,1.371
K2-204 b,1883.0,12.985,Neptune-like,2018,Transit,9.51,2.992
K2-205 b,1322.0,12.45,Super Earth,2018,Transit,4.64,1.996
K2-206 b,797.0,13.084000000000001,Neptune-like,2018,Transit,8.22,2.739
K2-207 b,1184.0,13.175,Neptune-like,2018,Transit,7.3,2.5519999999999996
K2-208 b,838.0,12.577,Super Earth,2018,Transit,3.46,1.679
K2-209 b,250.0,11.061,Terrestrial,2018,Transit,0.586,0.8690000000000001
K2-210 b,576.0,11.535,Terrestrial,2018,Transit,0.5660000000000001,0.86
K2-211 b,888.0,13.1547,Super Earth,2018,Transit,2.24,1.3
K2-212 b,356.0,12.977,Neptune-like,2018,Transit,7.51,2.596
K2-213 b,1271.0,11.802999999999999,Super Earth,2018,Transit,2.9,1.514
K2-214 b,981.0,11.806,Neptune-like,2018,Transit,6.48,2.387
K2-215 b,1318.0,12.99,Neptune-like,2018,Transit,5.16,2.124
K2-216 b,377.0,12.402999999999999,Super Earth,2018,Transit,8.0,1.75
K2-217 b,1246.0,12.264000000000001,Neptune-like,2018,Transit,12.5,3.509
K2-218 b,1285.0,12.92,Neptune-like,2018,Transit,7.13,2.5189999999999997
K2-219 b,1061.0,12.09,Super Earth,2018,Transit,2.38,1.348
K2-219 c,1061.0,12.09,Super Earth,2018,Transit,2.66,1.4380000000000002
K2-219 d,1061.0,12.09,Neptune-like,2018,Transit,7.16,2.5300000000000002
K2-21 b,273.0,12.850999999999999,Neptune-like,2015,Transit,4.04,1.84
K2-21 c,273.0,12.850999999999999,Super Earth,2015,Transit,6.76,2.442
K2-220 b,762.0,11.873,Neptune-like,2018,Transit,6.3,2.343
K2-221 b,1040.0,12.571,Super Earth,2018,Transit,3.46,1.679
K2-222 b,331.0,9.543,Neptune-like,2018,Transit,6.3,2.343
K2-223 b,648.0,11.443,Terrestrial,2018,Transit,0.64,0.89
K2-223 c,648.0,11.443,Super Earth,2018,Transit,2.86,1.5
K2-224 b,898.0,12.7,Super Earth,2018,Transit,3.05,1.56
K2-224 c,898.0,12.7,Neptune-like,2018,Transit,6.39,2.3649999999999998
K2-225 b,1167.0,11.835999999999999,Neptune-like,2018,Transit,12.0,3.421
K2-226 b,689.0,12.337,Super Earth,2018,Transit,2.99,1.54
K2-227 b,611.0,12.015,Super Earth,2018,Transit,3.41,1.666
K2-228 b,422.0,13.027999999999999,Super Earth,2018,Transit,1.92,1.21
K2-229 b,335.0,10.985,Super Earth,2018,Transit,2.49,1.0
K2-229 c,335.0,10.985,Super Earth,2018,Transit,21.3,2.03
K2-22 b,795.0,15.565,Neptune-like,2015,Transit,444.96199999999993,2.255
K2-230 b,1764.0,12.789000000000001,Super Earth,2018,Transit,4.5,1.96
K2-231 b,1048.0,12.767999999999999,Neptune-like,2018,Transit,6.8,2.453
K2-232 b,426.0,9.822000000000001,Gas Giant,2018,Transit,126.49633999999999,11.0
K2-233 b,220.0,10.883,Super Earth,2018,Transit,11.26,1.3430000000000002
K2-233 c,220.0,10.883,Super Earth,2018,Transit,12.81,1.281
K2-233 d,220.0,10.883,Super Earth,2018,Transit,21.14,2.31
K2-237 b,1028.0,11.602,Gas Giant,2018,Transit,433.20229000000006,15.895000000000001
K2-238 b,1755.0,13.972999999999999,Gas Giant,2018,Transit,273.3338,14.3
K2-239 b,101.0,14.632,Super Earth,2018,Transit,1.37,1.1
K2-239 c,101.0,14.632,Terrestrial,2018,Transit,0.972,1.0
K2-239 d,101.0,14.632,Super Earth,2018,Transit,1.37,1.1
K2-240 b,238.0,13.372,Super Earth,2018,Transit,4.66,2.0
K2-240 c,238.0,13.372,Super Earth,2018,Transit,3.89,1.8
K2-241 b,488.0,11.97,Neptune-like,2018,Transit,7.04,2.497
K2-242 b,356.0,16.414,Neptune-like,2018,Transit,6.99,2.497
K2-243 b,871.0,10.970999999999998,Neptune-like,2018,Transit,5.35,2.17
K2-243 c,871.0,10.970999999999998,Super Earth,2018,Transit,4.7,2.01
K2-244 b,694.0,11.78,Super Earth,2018,Transit,3.71,1.75
K2-245 b,1488.0,12.755,Neptune-like,2018,Transit,17.4,4.257
K2-246 b,2295.0,14.792,Neptune-like,2018,Transit,12.0,3.421
K2-247 b,842.0,14.857000000000001,Neptune-like,2018,Transit,5.14,2.12
K2-247 c,842.0,14.857000000000001,Neptune-like,2018,Transit,5.43,2.19
K2-248 b,1325.0,13.497,Neptune-like,2018,Transit,7.13,2.5189999999999997
K2-249 b,1702.0,12.645999999999999,Neptune-like,2018,Transit,8.2,2.739
K2-24 b,556.0,11.275,Neptune-like,2016,Transit,19.0,5.3020000000000005
K2-24 c,556.0,11.275,Neptune-like,2016,Transit,15.4,7.359
K2-250 b,1353.0,14.314,Neptune-like,2018,Transit,6.53,2.398
K2-251 b,480.0,15.66,Neptune-like,2018,Transit,6.12,2.31
K2-252 b,746.0,12.93,Super Earth,2018,Transit,3.68,1.74
K2-254 b,743.0,14.238,Super Earth,2018,Transit,3.29,1.63
K2-254 c,743.0,14.238,Neptune-like,2018,Transit,5.43,2.19
K2-255 b,625.0,13.662,Neptune-like,2018,Transit,8.75,2.849
K2-256 b,1842.0,14.954,Neptune-like,2018,Transit,7.41,2.585
K2-257 b,209.0,13.716,Terrestrial,2018,Transit,0.498,0.83
K2-258 b,2159.0,13.360999999999999,Neptune-like,2018,Transit,9.27,2.9480000000000004
K2-259 b,1358.0,12.511,Neptune-like,2018,Transit,5.99,2.2769999999999997
K2-25 b,147.0,16.21,Neptune-like,2015,Transit,24.5,3.366
K2-260 b,2165.0,12.624,Gas Giant,2018,Transit,451.31859999999995,17.072
K2-261 b,696.0,10.612,Gas Giant,2018,Transit,59.752039999999994,9.35
K2-263 b,530.0,11.568,Super Earth,2018,Transit,14.8,2.3649999999999998
K2-264 b,605.0,16.701,Neptune-like,2018,Transit,5.61,2.231
K2-264 c,605.0,16.701,Neptune-like,2018,Transit,7.6,2.6180000000000003
K2-265 b,452.0,11.187000000000001,Super Earth,2018,Transit,6.54,1.71
K2-266 b,253.0,11.625,Neptune-like,2018,Transit,11.26782,3.234
K2-266 c,253.0,11.625,Terrestrial,2018,Transit,0.29013,0.705
K2-266 d,253.0,11.625,Neptune-like,2018,Transit,8.9,2.871
K2-266 e,253.0,11.625,Neptune-like,2018,Transit,14.3,2.684
K2-268 b,1069.0,13.847999999999999,Super Earth,2018,Transit,2.86,1.5
K2-268 c,1069.0,13.847999999999999,Neptune-like,2018,Transit,7.7,2.6399999999999997
K2-268 d,1069.0,13.847999999999999,Super Earth,2019,Transit,2.83,1.49
K2-268 e,1069.0,13.847999999999999,Super Earth,2019,Transit,2.33,1.33
K2-268 f,1069.0,13.847999999999999,Neptune-like,2019,Transit,5.6,2.23
